AssetID,Site,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,IUCN_habitat,FossittLvl1,FossittLvl2,Fossitt,Area_m2,Characteristic Type,Class,Variable,Measurement_unit,Opening_Value,Standardised_Value,Referenced_value,Weighted
BAGS222,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2199,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS223,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,16991,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS225,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1764,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS226,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2691,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS227,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,484,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS228,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3850,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS229,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3334,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS230,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,315,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),1,1,0.333333333,0.027777778
BAGS201,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,653,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS203,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,668,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS205,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2243,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS207,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4526,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS209,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4094,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS211,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4379,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS215,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2376,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),3,1,0.333333333,0.027777778
BAGS217,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2452,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS218,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2094,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS220,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,8079,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),3,1,0.333333333,0.027777778
BAGS222,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2199,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS223,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,16991,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),3,1,0.333333333,0.027777778
BAGS225,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1764,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS226,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2691,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS227,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,484,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),1,3,1,0.083333333
BAGS228,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3850,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS229,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3334,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),4,1,0.333333333,0.027777778
BAGS230,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,315,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),2,2,0.666666667,0.055555556
BAGS201,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,653,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS203,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,668,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS205,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2243,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS207,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4526,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS209,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4094,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS211,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4379,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS215,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2376,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS217,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2452,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS218,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2094,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS220,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,8079,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS222,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2199,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS223,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,16991,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS225,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1764,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS226,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2691,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS227,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,484,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS228,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3850,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS229,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3334,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS230,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,315,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.083333333
BAGS201,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,653,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,17.044434,0,0,0
BAGS203,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,668,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,16.692535,0,0,0
BAGS205,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2243,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,16.458477,0,0,0
BAGS207,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4526,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.450942,0,0,0
BAGS209,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4094,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.326851,0,0,0
BAGS211,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4379,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.359509,0,0,0
BAGS215,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2376,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.625599,0,0,0
BAGS217,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2452,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.293496,0,0,0
BAGS218,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2094,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.782544,0,0,0
BAGS220,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,8079,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.149565,0,0,0
BAGS222,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2199,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.757414,0,0,0
BAGS223,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,16991,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,13.4675,0,0,0
BAGS225,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1764,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.645977,0,0,0
BAGS226,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2691,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.408299,0,0,0
BAGS227,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,484,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,13.757602,0,0,0
BAGS228,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3850,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,12.840571,0,0,0
BAGS229,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,3334,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,12.809834,0,0,0
BAGS230,A,Commercial forestry,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,315,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.042206,0,0,0
BAHH105,A,Commercial forestry,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HH,HH1,348619,Abiotic characteristics,Physical state,Bare ground,Index (0-5),2,2,0.666666667,0.222222222
BAHH105,A,Commercial forestry,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HH,HH1,348619,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),2,2,0.666666667,0.074074074
BAHH105,A,Commercial forestry,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HH,HH1,348619,Biotic characteristics,Structural state,Conifer Encroachment,Index (0-5),3,2,0.666666667,0.074074074
BAHH105,A,Commercial forestry,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HH,HH1,348619,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.111111111
BAHH105,A,Commercial forestry,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HH,HH1,348619,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.759778,0,0,0
BAWD401,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,86065,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD402,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,5849,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD403,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,63910,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD404,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,52533,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD405,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,47913,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD406,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,62600,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD407,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,70643,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD408,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,77331,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD409,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,86748,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD410,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,8881,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD411,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,100645,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD412,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,103839,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD413,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,38550,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD415,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,21202,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD416,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,263047,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD418,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,247851,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD419,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,224153,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD421,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,41690,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD423,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,80294,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD424,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,38301,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD425,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,37553,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD427,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,114594,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD428,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,91938,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD429,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,154481,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD430,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,72623,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD433,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,369474,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD434,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,41855,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
BAWD435,A,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,134711,Abiotic characteristics,Physical state,Drainage,Index (0-3),2,2,0.666666667,0.166666667
